Date,KPI EAU,TCM,E_Appro Facturation,EI_Facturation,EP_Facturation,E. Appro Looker,EI_Looker,EP_Looker,ED_Total,EOR_Total,EP Cantines,EP Sanitaires,EP IFMIA,BD NORD,BD SUD,ZC,U3,Bât X,AEB,AKP,EP Arrosage,Rejet sanitaires,Rejet STEP,EI_TTS CATA_PA,EI_Application PA,EI_Peinture,ED_TTS CATA_PA,ED_Application PA,ED_Peinture,EI_TARs,EI_STEP,EI_AEB,EI_TC,EI _TOUR UE,EI_BD1&2,EI _ST,EI_Bouclier,EI_Incendie,EI Autres Process,ED_PB,ED_AEB,ED_TC,ED_BD,ED_UE,EOR TAR UE,EOR TAR BD,EOR TAR ST,is_arret,is_weekend,is_lundi,jour_semaine,mois,trimestre,nom_jour,semaine_annee,KPI_m3_veh,ratio_EOR_ED,taux_EP,taux_EI,anomalie_kpi,anomalie_recyclage,KPI_MA7,KPI_MA30,conso_MA7
2026-04-11,,0.0,1106.0,812.0,208.0,1011.0,801.0,210.0,273.0,22.0,66.0,127.0,4.0,11.0,8.0,13.0,11.0,4.0,10.0,9.0,0.0,212.0,0.0,90.0,13.0,103.0,170.0,17.0,187.0,84.0,270.0,57.0,9.0,70.0,1.0,12.0,7.0,110.0,172.0,2.0,75.0,2.0,7.0,0.0,13.0,3.0,6.0,1,1,0,5,4,2,Saturday,15,,0.08058608058608059,0.20771513353115728,0.7922848664688428,0,1,1.5549277450593688,1.4706555744038916,1345.4285714285713
2026-04-12,,0.0,796.0,627.0,125.0,727.0,609.0,118.0,292.0,7.0,1.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,127.0,0.0,90.0,13.0,103.0,172.0,19.0,191.0,83.0,105.0,62.0,0.0,70.0,1.0,12.0,7.0,110.0,157.0,0.0,92.0,2.0,7.0,0.0,13.0,3.0,-9.0,1,1,0,6,4,2,Sunday,15,,0.023972602739726026,0.1623108665749656,0.8376891334250344,0,1,1.0659132940712426,1.4901707226018146,1298.4285714285713
2026-04-13,0.881343817,1399.0,1233.0,913.0,326.0,1317.0,970.0,347.0,619.0,54.0,89.0,204.0,2.0,8.0,9.0,25.0,19.0,11.0,9.0,8.0,0.0,332.0,0.0,383.0,81.0,464.0,430.0,91.0,521.0,119.0,152.0,82.0,0.0,99.0,2.0,18.0,7.0,311.0,-222.0,5.0,65.0,5.0,23.0,0.0,27.0,7.0,19.0,0,0,1,0,4,2,Monday,16,0.9413867047891351,0.08723747980613894,0.26347760060744113,0.7365223993925588,0,1,1.0407697743434388,1.4724217871123761,1277.5714285714287
2026-04-14,1.121495327,1391.0,1560.0,1144.0,400.0,1501.0,1117.0,384.0,641.0,42.0,86.0,305.0,1.0,8.0,9.0,15.0,23.0,14.0,9.0,8.0,0.0,420.0,0.0,358.0,69.0,427.0,462.0,26.0,488.0,122.0,227.0,80.0,15.0,93.0,5.0,23.0,4.0,244.0,25.0,27.0,88.0,7.0,31.0,0.0,18.0,14.0,8.0,0,0,0,1,4,2,Tuesday,16,1.0790797987059668,0.0655226209048362,0.2558294470353098,0.7441705529646903,0,1,1.046600205864661,1.4331346767619613,1284.7142857142858
2026-04-15,1.156760773,1346.0,1557.0,1144.0,382.0,1621.0,1214.0,407.0,647.0,89.0,95.0,277.0,2.0,10.0,11.0,16.0,23.0,14.0,11.0,10.0,0.0,401.0,0.0,350.0,85.0,435.0,474.0,15.0,489.0,35.0,293.0,82.0,12.0,0.0,5.0,30.0,3.0,213.0,70.0,31.0,85.0,7.0,35.0,0.0,52.0,17.0,19.0,0,0,0,2,4,2,Wednesday,16,1.2043090638930163,0.1375579598145286,0.2510795805058606,0.7489204194941395,0,0,1.0616274758275894,1.449535772152346,1294.0
2026-04-16,1.289876184,1373.0,1771.0,1323.0,412.0,1719.0,1315.0,404.0,664.0,130.0,90.0,307.0,4.0,9.0,9.0,17.0,23.0,14.0,9.0,9.0,0.0,432.0,0.0,335.0,57.0,392.0,471.0,21.0,492.0,47.0,307.0,75.0,12.0,0.0,9.0,38.0,2.0,2.0,486.0,45.0,86.0,7.0,34.0,0.0,79.0,28.0,23.0,0,0,0,3,4,2,Thursday,16,1.2520029133284778,0.19578313253012047,0.23502036067481094,0.7649796393251891,0,0,1.1108868316744547,1.461337961846315,1338.142857142857
2026-04-17,1.337152209,1222.0,1634.0,1221.0,380.0,1592.0,1212.0,380.0,657.0,119.0,95.0,271.0,2.0,9.0,12.0,18.0,22.0,13.0,11.0,10.0,11.0,387.0,0.0,300.0,68.0,368.0,410.0,68.0,478.0,81.0,334.0,78.0,11.0,33.0,10.0,38.0,5.0,6.0,338.0,46.0,87.0,7.0,39.0,0.0,61.0,27.0,30.0,0,0,0,4,4,2,Friday,16,1.3027823240589198,0.1811263318112633,0.23869346733668342,0.7613065326633166,0,0,1.155912160955103,1.4528134047287586,1355.4285714285713
2026-04-18,,0.0,1426.0,1066.0,238.0,1211.0,988.0,223.0,265.0,91.0,49.0,182.0,0.0,5.0,3.0,14.0,12.0,7.0,4.0,4.0,7.0,243.0,0.0,94.0,21.0,115.0,145.0,-5.0,140.0,80.0,340.0,75.0,0.0,60.0,3.0,16.0,0.0,29.0,427.0,15.0,86.0,2.0,13.0,9.0,61.0,9.0,20.0,1,1,0,5,4,2,Saturday,16,,0.3433962264150943,0.18414533443435177,0.8158546655656482,0,0,1.155912160955103,1.4528134047287586,1384.0
2026-04-19,,0.0,939.0,866.0,123.0,990.0,872.0,118.0,288.0,34.0,15.0,104.0,0.0,0.0,1.0,10.0,2.0,1.0,1.0,0.0,4.0,125.0,0.0,345.0,14.0,359.0,194.0,25.0,219.0,48.0,173.0,96.0,0.0,33.0,1.0,14.0,8.0,26.0,155.0,0.0,68.0,0.0,1.0,0.0,34.0,2.0,-2.0,1,1,0,6,4,2,Sunday,16,,0.11805555555555555,0.1191919191919192,0.8808080808080808,0,0,1.155912160955103,1.4528134047287586,1421.5714285714287
2026-04-20,0.9156118143,1422.0,1302.0,882.0,378.0,1331.0,928.0,403.0,627.0,126.0,74.0,290.0,2.0,7.0,10.0,15.0,19.0,6.0,9.0,8.0,12.0,385.0,0.0,263.0,95.0,358.0,437.0,39.0,476.0,117.0,193.0,69.0,0.0,78.0,8.0,30.0,5.0,6.0,134.0,25.0,79.0,6.0,25.0,16.0,81.0,21.0,23.0,0,0,1,0,4,2,Monday,17,0.9360056258790436,0.20095693779904306,0.30277986476333585,0.6972201352366642,0,0,1.1548359451730847,1.43034350130051,1423.5714285714287
2026-04-21,0.9083750895,1397.0,1269.0,852.0,388.0,1244.0,858.0,386.0,646.0,134.0,84.0,290.0,2.0,7.0,9.0,16.0,23.0,13.0,8.0,8.0,11.0,396.0,0.0,323.0,62.0,385.0,462.0,70.0,532.0,125.0,146.0,90.0,0.0,81.0,8.0,36.0,3.0,7.0,95.0,15.0,82.0,6.0,11.0,0.0,83.0,23.0,27.0,0,0,0,1,4,2,Tuesday,17,0.8904795991410165,0.20743034055727555,0.3102893890675241,0.6897106109324759,0,0,1.117115905260095,1.4078491720438644,1386.857142857143
2026-04-22,1.101731602,1386.0,1527.0,1065.0,434.0,1491.0,1055.0,436.0,571.0,135.0,104.0,314.0,3.0,12.0,15.0,16.0,23.0,11.0,14.0,13.0,13.0,442.0,0.0,314.0,82.0,396.0,437.0,13.0,450.0,119.0,200.0,96.0,0.0,78.0,7.0,34.0,4.0,16.0,233.0,15.0,81.0,7.0,18.0,0.0,81.0,20.0,33.0,0,0,0,2,4,2,Wednesday,17,1.0757575757575757,0.23642732049036777,0.29242119382964454,0.7075788061703555,0,0,1.0914056076330065,1.394565508192413,1368.2857142857142
2026-04-23,1.04235463,1393.0,1452.0,968.0,446.0,1318.0,901.0,417.0,549.0,93.0,85.0,340.0,8.0,10.0,10.0,17.0,15.0,13.0,10.0,10.0,12.0,455.0,0.0,315.0,77.0,392.0,396.0,45.0,441.0,104.0,184.0,88.0,11.0,72.0,5.0,27.0,3.0,6.0,179.0,12.0,81.0,6.0,9.0,0.0,75.0,14.0,4.0,0,0,0,3,4,2,Thursday,17,0.9461593682699211,0.16939890710382513,0.3163884673748103,0.6836115326251897,0,0,1.0302368986212953,1.3773191181953939,1311.0
2026-04-24,0.9934735315,1379.0,1370.0,943.0,389.0,1313.0,929.0,384.0,509.0,102.0,104.0,272.0,1.0,11.0,12.0,17.0,33.0,8.0,12.0,11.0,11.0,397.0,0.0,300.0,58.0,358.0,372.0,25.0,397.0,98.0,183.0,68.0,13.0,69.0,4.0,25.0,2.0,6.0,214.0,15.0,80.0,5.0,12.0,0.0,71.0,12.0,18.0,0,0,0,4,4,2,Friday,17,0.9521392313270486,0.20039292730844793,0.2924600152322925,0.7075399847677075,0,0,0.9601082800749211,1.3662665435218382,1271.142857142857
2026-04-25,,0.0,735.0,412.0,219.0,716.0,491.0,225.0000000000001,231.0,61.0,35.0,176.0,1.0,1.0,1.0,11.0,17.0,3.0,1.0,1.0,7.0,223.0,0.0,109.0,20.0,129.0,137.0,3.0,140.0,64.0,81.0,70.0,7.0,46.0,2.0,16.0,1.0,35.0,24.0,6.0,80.0,2.0,3.0,0.0,48.0,7.0,5.0,1,1,0,5,4,2,Saturday,17,,0.26406926406926406,0.3142458100558661,0.6857541899441341,0,0,0.9601082800749211,1.374912514097739,1200.4285714285713
2026-04-26,,0.0,587.0,479.0,118.0,629.0,488.0,141.0,237.0,50.0,40.0,73.0,0.0,6.0,7.0,9.0,2.0,3.0,7.0,6.0,4.0,120.0,0.0,300.0,12.0,312.0,160.0,-33.0,127.0,38.0,37.0,65.0,3.0,28.0,1.0,9.0,0.0,0.0,23.0,1.0,108.0,0.0,1.0,0.0,28.0,1.0,20.0,1,1,0,6,4,2,Sunday,17,,0.2109704641350211,0.22416534181240064,0.7758346581875993,0,0,0.9601082800749211,1.3899975320322886,1148.857142857143
2026-04-27,0.776,1375.0,1067.0,694.0,348.0,954.0,629.0,325.0,638.0,100.0,80.0,256.0,2.0,11.0,9.0,16.0,16.0,8.0,10.0,10.0,10.0,355.0,0.0,273.0,80.0,353.0,436.0,95.0,531.0,101.0,57.0,78.0,3.0,69.0,7.0,25.0,8.0,6.0,87.0,12.0,83.0,5.0,7.0,0.0,71.0,18.0,10.0,0,0,1,0,4,2,Monday,18,0.6938181818181818,0.15673981191222572,0.34067085953878407,0.6593291404612159,0,0,0.9116707912627489,1.3565681216493901,1095.0
2026-04-28,0.912482066,1394.0,1272.0,902.0,322.0,1311.0,922.0,389.0,607.0,125.0,87.0,221.0,2.0,9.0,10.0,16.0,21.0,12.0,10.0,9.0,11.0,328.0,0.0,338.0,49.0,387.0,466.0,32.0,498.0,122.0,168.0,75.0,18.0,82.0,7.0,32.0,5.0,6.0,121.0,9.0,84.0,6.0,10.0,0.0,86.0,19.0,20.0,0,0,0,1,4,2,Tuesday,18,0.9404591104734576,0.20593080724876442,0.2967200610221205,0.7032799389778794,0,0,0.921666693529237,1.270141172821078,1104.5714285714287
2026-04-29,1.153307393,1285.0,1482.0,1077.0,444.0,1434.0,1056.0,377.9999999999999,610.0,129.0,100.0,332.0,1.0,11.0,11.0,17.0,24.0,15.0,11.0,11.0,11.0,453.0,0.0,335.0,97.0,432.0,423.0,79.0,502.0,115.0,192.0,76.0,11.0,81.0,5.0,29.0,2.0,6.0,243.0,13.0,83.0,5.0,7.0,0.0,83.0,20.0,25.0,0,0,0,2,4,2,Wednesday,18,1.1159533073929961,0.21147540983606558,0.26359832635983255,0.7364016736401674,0,0,0.929705839856321,1.2717956300328341,1096.4285714285713
2026-04-30,1.493506494,924.0,1380.0,938.0,368.0,1324.0,955.0,369.0,564.0,117.0,84.0,270.0,3.0,8.0,10.0,16.0,21.0,11.0,9.0,9.0,11.0,375.0,0.0,314.0,55.0,369.0,437.0,8.0,445.0,103.0,220.0,64.0,11.0,68.0,4.0,30.0,3.0,5.0,163.0,20.0,76.0,6.0,17.0,0.0,77.0,16.0,24.0,0,0,0,3,4,2,Thursday,18,1.432900432900433,0.2074468085106383,0.27870090634441086,0.7212990936555891,0,0,1.0270540527824235,1.2895629751596893,1097.2857142857142
2026-05-01,,0.0,498.0,336.0,104.0,430.0,326.0,104.0,21.0,27.0,3.0,98.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,106.0,0.0,5.0,17.0,22.0,19.0,1.0,20.0,35.0,128.0,0.0,0.0,20.0,1.0,14.0,1.0,14.0,136.0,1.0,0.0,0.0,0.0,0.0,21.0,3.0,3.0,1,0,0,4,5,2,Friday,18,,1.2857142857142858,0.24186046511627907,0.7581395348837209,0,0,1.045782758146267,1.2937235509579035,971.1428571428571
2026-05-02,,0.0,333.0,256.0,121.0,387.0,265.0,122.0,19.0,51.0,24.0,93.0,0.0,3.0,4.0,8.0,1.0,1.0,4.0,3.0,3.0,123.0,0.0,11.0,10.0,21.0,17.0,-2.0,15.0,53.0,134.0,25.0,0.0,36.0,1.0,16.0,0.0,13.0,9.0,0.0,3.0,0.0,1.0,0.0,38.0,3.0,9.0,1,1,0,5,5,2,Saturday,18,,2.6842105263157894,0.3152454780361757,0.6847545219638242,0,0,1.045782758146267,1.3004074318724932,924.1428571428571
2026-05-03,,0.0,925.0,773.0,159.0,890.0,743.0,147.0,333.0,43.0,13.0,141.0,0.0,0.0,1.0,7.0,2.0,2.0,1.0,0.0,4.0,162.0,0.0,334.0,5.0,339.0,214.0,19.0,233.0,47.0,110.0,95.0,1.0,29.0,0.0,18.0,2.0,1.0,177.0,2.0,96.0,0.0,2.0,0.0,32.0,1.0,10.0,1,1,0,6,5,2,Sunday,18,,0.12912912912912913,0.1651685393258427,0.8348314606741573,0,0,1.045782758146267,1.2901333194329239,961.4285714285714
2026-05-04,0.9190166305,1383.0,1271.0,963.0,350.0,1373.0,1011.0,362.0,576.0,117.0,82.0,256.0,1.0,8.0,8.0,16.0,20.0,14.0,8.0,8.0,11.0,357.0,0.0,344.0,64.0,408.0,397.0,51.0,448.0,103.0,195.0,56.0,7.0,72.0,4.0,27.0,5.0,6.0,182.0,24.0,78.0,5.0,21.0,0.0,73.0,14.0,29.0,0,0,1,0,5,2,Monday,19,0.9927693420101229,0.203125,0.2636562272396213,0.7363437727603788,0,0,1.1205205481942524,1.1945509071476916,1021.2857142857143
2026-05-05,1.059120404,1387.0,1469.0,1040.0,380.0,1500.0,1095.0,405.0,656.0,118.0,85.0,283.0,0.0,9.0,10.0,14.0,20.0,13.0,10.0,9.0,12.0,387.0,0.0,337.0,70.0,407.0,478.0,28.0,506.0,118.0,223.0,95.0,11.0,84.0,5.0,29.0,7.0,6.0,172.0,28.0,87.0,7.0,28.0,0.0,87.0,17.0,14.0,0,0,0,1,5,2,Tuesday,19,1.0814708002883922,0.1798780487804878,0.27,0.73,0,0,1.155773470647986,1.0555733262090439,1048.2857142857142
2026-05-06,1.084179971,1378.0,1494.0,1013.0,47.0,1384.0,954.0,430.0,636.0,128.0,86.0,326.0,1.0,6.0,9.0,17.0,23.0,16.0,8.0,7.0,13.0,441.0,0.0,332.0,53.0,385.0,442.0,47.0,489.0,121.0,182.0,81.0,14.0,86.0,5.0,31.0,3.0,0.0,226.0,26.0,85.0,6.0,30.0,0.0,89.0,18.0,21.0,0,0,0,2,5,2,Wednesday,19,1.004354136429608,0.20125786163522014,0.3106936416184971,0.6893063583815029,0,0,1.127873677907139,1.0525852230186368,1041.142857142857
2026-05-07,0.9882783883,1365.0,1349.0,886.0,819.0,1327.0,906.0,421.0,600.0,132.0,100.0,327.0,0.0,11.0,11.0,17.0,24.0,15.0,11.0,11.0,13.0,443.0,0.0,318.0,35.0,353.0,407.0,51.0,458.0,120.0,172.0,87.0,13.0,87.0,5.0,29.0,4.0,0.0,136.0,23.0,84.0,7.0,28.0,0.0,91.0,18.0,23.0,0,0,0,3,5,2,Thursday,19,0.9721611721611721,0.22,0.3172569706103994,0.6827430293896006,0,0,1.0126888627223238,1.0488820578310805,1041.5714285714287
2026-05-08,1.075882795,1331.0,1432.0,1001.0,410.0,1381.0,980.0,401.0,562.0,139.0,85.0,313.0,0.0,10.0,10.0,14.0,20.0,11.0,10.0,10.0,12.0,418.0,0.0,321.0,140.0,461.0,398.0,34.0,432.0,128.0,156.0,97.0,11.0,89.0,5.0,34.0,0.0,2.0,146.0,21.0,82.0,6.0,21.0,0.0,91.0,19.0,29.0,0,0,0,4,5,2,Friday,19,1.0375657400450788,0.24733096085409254,0.29036929761042723,0.7096307023895728,0,0,1.017664238186875,1.044519820972352,1177.4285714285713
2026-05-09,1.093519882,1358.0,1485.0,1119.0,353.0,1556.0,1185.0,371.0,559.0,130.0,75.0,267.0,0.0,8.0,9.0,11.0,22.0,8.0,9.0,8.0,11.0,360.0,0.0,327.0,65.0,392.0,391.0,23.0,414.0,123.0,293.0,82.0,11.0,87.0,6.0,30.0,0.0,0.0,217.0,22.0,82.0,6.0,35.0,0.0,90.0,22.0,18.0,0,1,0,5,5,2,Saturday,19,1.14580265095729,0.23255813953488372,0.2384318766066838,0.7615681233933161,0,0,1.0390206403152773,1.0511910836801206,1344.4285714285713
2026-05-10,0.9510204082,490.0,466.0,1217.0,201.0,1349.0,1162.0,187.0,402.0,63.0,23.0,172.0,0.0,1.0,2.0,10.0,5.0,2.0,2.0,1.0,6.0,205.0,0.0,320.0,29.0,349.0,251.0,14.0,265.0,63.0,272.0,81.0,1.0,53.0,0.0,9.0,9.0,48.0,394.0,9.0,120.0,1.0,7.0,0.0,55.0,1.0,7.0,0,1,0,6,5,2,Sunday,19,2.753061224489796,0.15671641791044777,0.13862120088954782,0.8613787991104522,1,0,1.2838835809116371,1.130972300196031,1410.0
2026-05-11,1.728332119,1373.0,2373.0,905.0,423.0,1280.0,869.0,411.0,586.0,121.0,88.0,320.0,2.0,8.0,9.0,17.0,23.0,14.0,9.0,8.0,12.0,431.0,1.0,329.0,60.0,389.0,420.0,26.0,446.0,113.0,180.0,86.0,15.0,79.0,5.0,29.0,4.0,2.0,116.0,24.0,85.0,7.0,24.0,0.0,81.0,20.0,20.0,0,0,1,0,5,2,Monday,20,0.9322651128914785,0.20648464163822525,0.32109375,0.67890625,0,0,1.2752401196089738,1.1219401553185513,1396.7142857142858
2026-05-12,0.9406294707,1398.0,1315.0,866.0,424.0,1335.0,899.0,436.0,599.0,130.0,87.0,323.0,0.0,9.0,13.0,8.0,20.0,15.0,11.0,11.0,13.0,432.0,0.0,328.0,64.0,392.0,426.0,42.0,468.0,117.0,146.0,98.0,6.0,83.0,5.0,29.0,8.0,0.0,98.0,21.0,85.0,6.0,19.0,0.0,86.0,20.0,23.0,0,0,0,1,5,2,Tuesday,20,0.9549356223175965,0.21702838063439064,0.32659176029962544,0.6734082397003746,0,0,1.2571636656131457,1.114679088666336,1373.142857142857
2026-05-13,0.5881918819,1355.0,797.0,963.0,416.0,1383.0,967.0,416.0,635.0,126.0,128.0,274.0,1.0,6.0,30.0,21.0,21.0,14.0,18.0,18.0,12.0,424.0,0.0,338.0,64.0,402.0,458.0,48.0,506.0,119.0,178.0,91.0,20.0,82.0,6.0,30.0,3.0,12.0,138.0,18.0,83.0,7.0,21.0,0.0,85.0,20.0,21.0,0,0,0,2,5,2,Wednesday,20,1.0206642066420664,0.1984251968503937,0.3007953723788865,0.6992046276211136,0,0,1.2594936756434971,1.118125936572985,1373.0
2026-05-14,1.652394775,1378.0,2277.0,1252.0,405.0,1725.0,1300.0,425.0,605.0,128.0,103.0,288.0,1.0,11.0,13.0,15.0,24.0,16.0,12.0,12.0,13.0,413.0,0.0,322.0,89.0,411.0,449.0,30.0,479.0,116.0,254.0,103.0,11.0,83.0,4.0,29.0,6.0,350.0,1.0,16.0,88.0,6.0,16.0,0.0,87.0,20.0,21.0,0,0,0,3,5,2,Thursday,20,1.2518142235123366,0.2115702479338843,0.2463768115942029,0.7536231884057971,0,0,1.299444111550806,1.1256361289558705,1429.857142857143
2026-05-15,1.112087912,1365.0,1518.0,1020.0,431.0,1433.0,1005.0,428.0,661.0,126.0,60.0,355.0,3.0,6.0,2.0,14.0,19.0,11.0,4.0,4.0,13.0,439.0,0.0,314.0,61.0,375.0,469.0,53.0,522.0,117.0,215.0,85.0,14.0,84.0,4.0,29.0,0.0,150.0,63.0,21.0,89.0,6.0,23.0,0.0,87.0,17.0,22.0,0,0,0,4,5,2,Friday,20,1.0498168498168499,0.19062027231467474,0.29867411025819957,0.7013258897418004,0,0,1.3011942700896306,1.1189190761699503,1437.2857142857142
2026-05-16,1.945977011,870.0,1693.0,1290.0,401.0,1680.0,1286.0,394.0,645.0,122.0,62.0,327.0,0.0,7.0,3.0,15.0,21.0,6.0,5.0,5.0,12.0,409.0,0.0,327.0,55.0,382.0,478.0,32.0,510.0,112.0,350.0,74.0,11.0,78.0,5.0,29.0,8.0,13.0,340.0,19.0,88.0,6.0,22.0,0.0,81.0,21.0,19.0,0,1,0,5,5,2,Saturday,20,1.9310344827586208,0.18914728682170542,0.23452380952380952,0.7654761904761904,1,0,1.4133702460612494,1.1484421878843045,1455.0
2026-05-17,3.578093306,493.0,1764.0,1460.0,279.0,1545.0,1306.0,239.0,480.0,69.0,23.0,249.0,0.0,1.0,2.0,9.0,5.0,3.0,2.0,1.0,7.0,284.0,0.0,417.0,30.0,447.0,317.0,36.0,353.0,72.0,298.0,112.0,0.0,53.0,0.0,20.0,3.0,417.0,110.0,7.0,112.0,1.0,4.0,3.0,55.0,1.0,13.0,0,1,0,6,5,2,Sunday,20,3.133874239350913,0.14375,0.1546925566343042,0.8453074433656957,1,0,1.467772105327123,1.2280548798535216,1483.0
2026-05-18,1.158052434,1335.0,1546.0,1063.0,437.0,1626.0,1164.0,462.0,616.0,118.0,90.0,332.0,1.0,9.0,9.0,15.0,20.0,19.0,9.0,9.0,14.0,448.0,0.0,353.0,64.0,417.0,463.0,25.0,488.0,109.0,297.0,89.0,16.0,76.0,5.0,29.0,5.0,3.0,126.0,18.0,81.0,6.0,23.0,0.0,78.0,19.0,21.0,0,0,1,0,5,2,Monday,21,1.2179775280898877,0.19155844155844157,0.28413284132841327,0.7158671586715867,0,0,1.5085881646411816,1.2276349901967034,1532.4285714285713
2026-05-19,1.166067577,1391.0,1622.0,1135.0,474.0,1579.0,1111.0,468.0,676.0,140.0,87.0,370.0,3.0,8.0,9.0,16.0,22.0,15.0,8.0,9.0,14.0,483.0,0.0,325.0,51.0,376.0,466.0,65.0,531.0,128.0,270.0,62.0,12.0,87.0,5.0,36.0,2.0,54.0,231.0,21.0,93.0,7.0,24.0,0.0,90.0,23.0,27.0,0,0,0,1,5,2,Tuesday,21,1.135154565061107,0.20710059171597633,0.2963901203293224,0.7036098796706777,0,0,1.5343337278902547,1.2239357731912797,1567.2857142857142
2026-05-20,1.188652482,1410.0,1676.0,1181.0,447.0,1669.0,1213.0,456.0,702.0,180.0,91.0,341.0,1.0,8.0,10.0,16.0,23.0,16.0,8.0,10.0,13.0,456.0,0.0,313.0,65.0,378.0,477.0,64.0,541.0,163.0,306.0,65.0,15.0,106.0,8.0,48.0,5.0,159.0,90.0,35.0,83.0,8.0,35.0,0.0,110.0,37.0,33.0,0,0,0,2,5,2,Wednesday,21,1.1836879432624114,0.2564102564102564,0.2732174955062912,0.7267825044937088,0,0,1.5576228331217323,1.2338430658866144,1608.142857142857
